"Matrix","nitrogen","oxygen","ph","phosphorus","temperature","turbidity","electricalconductivity","nitrate","nitrite","salinity","sodium","Season01","Month","Seasonr","PercHighIntens","PercAgri","Region"
"water","*","8.3","8.6","*","23.6","*","*","*","*","*","*","wet","11","wet","0.557554028377577","77.3952613874278","North"
"water","*","8.3","7.9","*","24.6","*","*","*","*","*","*","wet","11","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","0.04","8.04911323328786","7.05","*","10.9","5.9","*","*","*","0.08","*","wet","11","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","0.03","3.74","8.05","*","13","37","*","*","*","*","*","wet","11","wet","2.99070155978253","76.522191638251","South"
"water","*","7.5","7.42","*","25","*","*","*","*","*","*","wet","11","wet","2.99070155978253","76.522191638251","South"
"water","*","5.8","7.63","*","24","*","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","*","2.35","7.49","*","16.6","*","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.5","8.11","*","24","*","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","0.22","1.6","6.69","*","16.3","300","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","*","3.34","6.75","*","13.8","*","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","0.18","5.9","7.08","*","12.4","0.95","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.2","8.03","*","25","*","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","*","0.81","8.03","*","11.8","*","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.7","7.8","*","24","*","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.6","7.54","*","24","*","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","*","3.98","8.22","*","10.9","*","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.26","8.14","*","17.2","*","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","0.031","5.24","7.3","*","12.3","110","*","*","*","*","*","wet","12","wet","2.99070155978253","76.522191638251","South"
"water","*","8.1","8.05","*","24","*","*","*","*","*","*","wet","12","wet","2.99070155978253","76.522191638251","South"
"water","10","10.8","8.04","*","7","*","*","*","*","*","*","wet","12","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","*","7.5","9.65","*","23.8","*","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","0.145","9.1768985902683","7.88","*","9.48","22.5","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.4","7.5","*","24.9","*","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","0.049","10.59","7.74","*","7.46","3","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","0.248","7.45793542519327","7.73","*","5.66","8.4","*","*","*","*","*","wet","12","wet","0.557554028377577","77.3952613874278","North"
"water","*","8.4","8.4","*","24.4","*","*","*","*","*","*","wet","12","wet","0.557554028377577","77.3952613874278","North"
"water","*","10.67","7.8","*","23.9","*","*","*","*","*","*","wet","12","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","0.084","8.19463392451114","7.52","*","8.28","9.8","*","*","*","*","*","wet","12","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","*","7.8","7.91","*","24","*","*","*","*","*","*","wet","1","wet","1.14840511162082","84.316574777162","Central"
"water","*","1.66","7.79","*","11.2","*","*","*","*","*","*","wet","1","wet","1.14840511162082","84.316574777162","Central"
"water","*","9.71","7.61","*","11.6","*","*","*","*","*","*","wet","1","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.4","7.12","*","24","*","*","*","*","*","*","wet","1","wet","1.14840511162082","84.316574777162","Central"
"water","3","6.32","7.37","*","12.2","90","*","*","*","*","*","wet","1","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.44","7.43","*","9.3","*","*","*","*","*","*","wet","1","wet","1.14840511162082","84.316574777162","Central"
"water","3.2","8","7.31","*","10.7","110","*","*","*","*","*","wet","1","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.6","7.95","*","26","*","*","*","*","*","*","wet","1","wet","1.14840511162082","84.316574777162","Central"
"water","*","11","7.42","*","10.7","*","*","*","*","*","*","wet","1","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.9","8","*","24","*","*","*","*","*","*","wet","1","wet","1.14840511162082","84.316574777162","Central"
"water","*","5.6","7.43","*","9.5","*","*","*","*","*","*","wet","1","wet","1.14840511162082","84.316574777162","Central"
"water","*","11.44","8.12","*","16.1","*","*","*","*","*","*","wet","1","wet","1.14840511162082","84.316574777162","Central"
"water","7.5","8.06","7.86","*","9.9","30","*","*","*","*","*","wet","1","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.3","7.46","*","25","*","*","*","*","*","*","wet","1","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.84","8.47","*","14.6","*","*","*","*","*","*","wet","1","wet","1.14840511162082","84.316574777162","Central"
"water","0.032","5.52","7.52","*","9.3","90","*","*","*","*","*","wet","1","wet","2.99070155978253","76.522191638251","South"
"water","*","5.4","7.22","*","24","*","*","*","*","*","*","wet","1","wet","2.99070155978253","76.522191638251","South"
"water","*","7.6","8.02","*","24","*","*","*","*","*","*","wet","1","wet","1.14840511162082","84.316574777162","Central"
"water","*","4.79","7.67","*","9.5","*","*","*","*","*","*","wet","1","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.5","7.9","*","24.4","*","*","*","*","*","*","wet","1","wet","1.14840511162082","84.316574777162","Central"
"water","0.319","9.1","7.3","*","12.1","68.2","*","*","*","*","*","wet","1","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.6","7.7","*","23.9","*","*","*","*","*","*","wet","1","wet","1.14840511162082","84.316574777162","Central"
"water","0.088","92.4","7.3","*","12.6","7.6","*","*","*","*","*","wet","1","wet","1.14840511162082","84.316574777162","Central"
"water","4.59","8.65","7.7","*","12.9","731.9","*","*","*","*","*","wet","1","wet","0.557554028377577","77.3952613874278","North"
"water","*","7.8","7.5","*","24.6","*","*","*","*","*","*","wet","1","wet","0.557554028377577","77.3952613874278","North"
"water","*","7.7","7.7","*","23.7","*","*","*","*","*","*","wet","1","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","0.254","10.15","7.3","*","11.5","90.4","*","*","*","*","*","wet","1","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","*","9.72","8.33","*","9.61","*","*","*","*","*","*","wet","2","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","7.6","8.1","*","24.1","*","*","*","*","*","*","dry","2","dry","1.14840511162082","84.316574777162","Central"
"water","0.123","6.28467485220555","7.3","*","14.7","10.6","*","*","*","0.3","*","dry","2","dry","1.14840511162082","84.316574777162","Central"
"water","*","8","9.07","*","*","*","*","*","*","*","*","dry","2","dry","1.14840511162082","84.316574777162","Central"
"water","0.094","8.17644383810823","7.6","*","15.5","7.4","*","*","*","0.03","*","dry","2","dry","1.14840511162082","84.316574777162","Central"
"water","0.158","10.3319690768531","8.2","*","17.8","7.2","*","*","*","*","*","dry","2","wet","0.557554028377577","77.3952613874278","North"
"water","*","7.7","8.5","*","24","*","*","*","*","*","*","dry","2","wet","0.557554028377577","77.3952613874278","North"
"water","*","7.6","8","*","23.9","*","*","*","*","*","*","dry","2","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","0.064","9.58","7.5","*","13.4","14.1","*","*","*","*","*","dry","2","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","*","8","8.59","*","24","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","3.28","7.34","*","13","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.9","7.4","*","24","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","0.22","5.09","7.27","*","13","370","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","5.54","7.29","*","14.2","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","8","8.67","*","24","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","1.6","6","6.96","*","13.2","170","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.9","7.24","*","24","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","4.76","7.02","*","16.6","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.1","8.18","*","24","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","4.83","7.09","*","14.2","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.1","7.98","*","24","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.3","7.27","*","25","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","4.44","6.91","*","14.1","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.2","8.62","*","25","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","3.59","6.81","*","12.6","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","2.5","6.1","7.24","*","17.9","35","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.9","7.59","*","24","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.9","8.81","*","25","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","3.14","7.24","*","13.6","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","6","7.25","*","24","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","1.3","6.3","7.3","*","14.2","55","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.66","7.12","*","10.3","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.8","7.2","*","24","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","3.7","6.62","6.86","*","12.1","85","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.9","7.96","*","26","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.6","8.3","*","23.1","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","0.075","7.97","7.7","*","11.9","4.6","*","*","*","0.37","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","4.88","6.42","*","13","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.8","8.77","*","25","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.81","6.93","*","13.1","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.8","7.19","*","24","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","8","8.69","*","25","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","5.44","6.9","*","12.1","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.8","7.67","*","24","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","2.28","6.53","*","13","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","6.1","4.39","7.1","*","12.7","70","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.6","8.45","*","24","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","5.81","7.01","*","17.7","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.5","7.5","*","24.5","*","*","*","*","*","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","0.063","8.13096862210096","7.6","*","13.6","-2.2","*","*","*","0.02","*","wet","3","wet","1.14840511162082","84.316574777162","Central"
"water","0.613","9.5","7.3","*","12.1","158","*","*","*","0.1","*","wet","3","wet","0.557554028377577","77.3952613874278","North"
"water","*","8.6","7.9","*","23.4","*","*","*","*","*","*","wet","3","wet","0.557554028377577","77.3952613874278","North"
"water","*","7.5","8","*","24.6","*","*","*","*","*","*","wet","3","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","0.316","9.2","7.3","*","13","76.5","*","*","*","0.07","*","wet","3","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","0.029","7.3","7.29","*","13.3","50","*","*","*","*","*","wet","3","wet","2.99070155978253","76.522191638251","South"
"water","*","6.3","7.55","*","24","*","*","*","*","*","*","wet","3","wet","2.99070155978253","76.522191638251","South"
"water","*","7.9","8.57","*","24","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","0.98","7.2","*","25.8","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.6","7.74","*","24","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","0.83","3.45","7.13","*","22.9","800","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","1.09","7.3","*","23","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","5.8","8.8","*","25","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","0.42","4.86","7.16","*","19.3","30","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.7","7.41","*","26","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.2","8.1","*","23.7","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","0.218","9.56798544793088","7.5","*","19.2","0.1","*","*","*","0.43","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","3.22","6.95","*","23.9","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","8","8.11","*","24","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.4","6.97","*","28.1","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.8","7.53","*","24","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.9","8.42","*","26","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","4.26","7.39","*","22.9","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.9","8.7","*","24","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","1.26","7","*","20.9","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","0.91","4.28","7.37","*","19.4","26","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.1","7.43","*","24","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","1.08","7.17","*","16.95","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.9","7.41","*","24","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","4.12","7.36","*","18.7","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.7","8.54","*","26","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","*","7.6","*","25","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","0.131","8.4","7.2","*","17.1","828.1","*","*","*","0.02","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","5.73","7.3","*","18.9","*","*","*","*","*","*","dry","4","wet","5.03726244534141","31.7753006222671","Confluence"
"water","0.77","22.49","8.8","*","26.4","2.4","*","*","*","0.4","*","dry","4","wet","0.557554028377577","77.3952613874278","North"
"water","*","8","8.8","*","23.5","*","*","*","*","*","*","dry","4","wet","0.557554028377577","77.3952613874278","North"
"water","*","7.47","8.44","*","20.7","*","*","*","*","*","*","dry","4","wet","0.557554028377577","77.3952613874278","North"
"water","*","3.31","7.47","*","20.2","*","*","*","*","*","*","wet","4","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","*","7.9","7.9","*","25.1","*","*","*","*","*","*","wet","4","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","0.086","8.6493860845839","7","*","16.8","1","*","*","*","0.06","*","wet","4","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","*","3.8","8.01","*","26.4","*","*","*","*","*","*","wet","4","wet","2.99070155978253","76.522191638251","South"
"water","*","8.1","7.28","*","24","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","0.62","7.34","*","24.9","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.88","8.24","*","26.4","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.1","7.53","*","24","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","0.66","3.77","7.53","*","24.4","170","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","0.51","7.38","*","21.7","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.8","7.59","*","24","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","1.2","4.64","7.46","*","18.5","23","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.4","7.28","*","24","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","0.6","6.93","*","18.7","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.8","8.36","*","24","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.27","7.4","*","21.2","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","8","8.18","*","24","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","10.47","8.11","*","20.9","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.2","7.85","*","24","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","4.28","8.32","*","30.5","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","8","8.72","*","24","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.05","7.98","*","28.7","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","11.07","8.47","*","23.9","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","0.35","7.2","8.33","*","27.9","17","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.2","7.6","*","24","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","2.35","6.49","*","22.3","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","6","8.51","*","24","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","4.06","8.34","*","19.5","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.3","7.51","*","24","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","0.025","0.61","6.74","*","18.9","6.4","*","*","*","*","*","dry","5","dry","2.99070155978253","76.522191638251","South"
"water","*","8.2","7.75","*","26","*","*","*","*","*","*","dry","5","dry","2.99070155978253","76.522191638251","South"
"water","*","8.4","7.6","*","24.5","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","0.192","8.84038199181446","7.54","*","21","66","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.7","7.7","*","23.6","*","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","0.039","8.13096862210096","7.43","*","18.95","0","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","0.255","8.99","8.08","*","24.43","0","*","*","*","*","*","dry","5","dry","0.557554028377577","77.3952613874278","North"
"water","*","8","8.4","*","24.5","*","*","*","*","*","*","dry","5","dry","0.557554028377577","77.3952613874278","North"
"water","*","8","8.1","*","24.6","*","*","*","*","*","*","dry","5","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","0","8.59","7.17","*","19.15","0","*","*","*","*","*","dry","5","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","*","5.79","8.15","*","19.39","*","*","*","*","*","*","dry","5","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","7.2","8.2","*","24.7","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","0.303","7.84","7.33","*","23.65","4.8","*","*","*","0.3","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.1","8","*","24.1","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","0.06","8.4","7.16","*","18.21","0","*","*","*","0.02","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","0.323","9.13142337426103","8.17","*","18.96","10.7","*","*","*","0.52","*","dry","6","dry","0.557554028377577","77.3952613874278","North"
"water","*","7.1","8.6","*","23.9","*","*","*","*","*","*","dry","6","dry","0.557554028377577","77.3952613874278","North"
"water","*","7.9","8.2","*","24.5","*","*","*","*","*","*","dry","6","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","0.062","8.35","7.05","*","14.68","2.1","*","*","*","0.05","*","dry","6","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","*","6.7","8.13","*","24","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","0.54","7.25","*","19.1","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","5.54","7.44","*","33.6","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","5.3","7.9","*","25","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","0.36","0.28","6.98","*","28.7","140","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","0.37","7.21","*","20.6","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.6","8.36","*","24","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","1.4","5.58","7.43","*","25.5","24","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.1","7.47","*","25","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","2.13","7.1","*","23.8","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7","8.55","*","24","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","3.83","7.34","*","27.3","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.7","7.87","*","24","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.97","7.99","*","28.4","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.3","8.44","*","24","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","9.13","7.55","*","30","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.8","8.29","*","24","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","2.76","7.12","*","27.7","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.6","7.59","*","21.5","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","1.5","4.66","7.17","*","25.8","23","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.2","7.6","*","25","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","3.52","7.46","*","18.3","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","5.6","7.91","*","24","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","2.83","7.11","*","20.2","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.7","7.56","*","24","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","3.45","7.16","*","25.6","*","*","*","*","*","*","dry","6","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","0.03","2.31","7.99","*","26.1","9.5","*","*","*","*","*","dry","6","dry","2.99070155978253","76.522191638251","South"
"water","*","7.2","8.11","*","25","*","*","*","*","*","*","dry","6","dry","2.99070155978253","76.522191638251","South"
"water","*","8.1","7.9","*","24.8","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","0.135","8.65","7.69","*","23.57","1.3","*","*","*","0.28","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.6","7.6","*","24.3","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","0.059","7.83","7.76","*","20.12","0.1","*","*","*","0.03","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","0.275","7.54","7.8","*","25.57","13.6","*","*","*","0.52","*","dry","7","dry","0.557554028377577","77.3952613874278","North"
"water","*","7.7","8.4","*","23.1","*","*","*","*","*","*","dry","7","dry","0.557554028377577","77.3952613874278","North"
"water","*","8.1","7.8","*","23.2","*","*","*","*","*","*","dry","7","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","0.073","8.71","7.55","*","21.23","3.2","*","*","*","0.05","*","dry","7","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","*","2.19","7.15","*","19.45","*","*","*","*","*","*","dry","7","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","8","7.28","*","24","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","0.21","7.18","*","27","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.14","7.68","*","29.5","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.9","7.65","*","24","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","0.35","2.2","7.63","*","29","180","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","1.64","8.3","*","21.4","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","0.24","4.85","7.52","*","26.9","20","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.4","8.13","*","24","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","2.62","7.85","*","24.3","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.2","8.26","*","24","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","4.37","7.07","*","25.3","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
